This file was generated by MCCTexturePackDumper.
Name                            	  Format	Size    	Offset  
PLAYERIDAVATAR_092              	    DXT5	0x27A20   	0x77D0010 
PLAYERIDAVATAR_093              	    DXT5	0x27A20   	0x77F9010 
PLAYERIDAVATAR_094              	    DXT5	0x27A20   	0x7822010 
PLAYERIDAVATAR_095              	    DXT5	0x27A20   	0x784B010 
PLAYERIDAVATAR_096              	    DXT5	0x27A20   	0x7874010 
PLAYERIDAVATAR_097              	    DXT5	0x27A20   	0x789D010 
PLAYERIDAVATAR_098              	    DXT5	0x27A20   	0x78C6010 
PLAYERIDAVATAR_099              	    DXT5	0x27A20   	0x78EF010 
PLAYERIDAVATAR_100              	    DXT5	0x27A20   	0x7918010 
PLAYERIDAVATAR_101              	    DXT5	0x27A20   	0x7941010 
PLAYERIDAVATAR_102              	    DXT5	0x27A20   	0x796A010 
PLAYERIDAVATAR_103              	    DXT5	0x27A20   	0x7993010 
PLAYERIDAVATAR_104              	    DXT5	0x27A20   	0x79BC010 
PLAYERIDAVATAR_105              	    DXT5	0x27A20   	0x79E5010 
PLAYERIDAVATAR_106              	    DXT5	0x27A20   	0x7A0E010 
PLAYERIDAVATAR_107              	    DXT5	0x27A20   	0x7A37010 
PLAYERIDAVATAR_108              	    DXT5	0x27A20   	0x7A60010 
PLAYERIDAVATAR_109              	    DXT5	0x27A20   	0x7A89010 
PLAYERIDAVATAR_110              	    DXT5	0x27A20   	0x7AB2010 
PLAYERIDAVATAR_111              	    DXT5	0x27A20   	0x7ADB010 
PLAYERIDAVATAR_112              	    DXT5	0x27A20   	0x7B04010 
PLAYERIDAVATAR_113              	    DXT5	0x27A20   	0x7B2D010 
PLAYERIDAVATAR_114              	    DXT5	0x27A20   	0x7B56010 
PLAYERIDAVATAR_115              	    DXT5	0x27A20   	0x7B7F010 
PLAYERIDAVATAR_116              	    DXT5	0x27A20   	0x7BA8010 
PLAYERIDAVATAR_117              	    DXT5	0x27A20   	0x7BD1010 
PLAYERIDAVATAR_118              	    DXT5	0x27A20   	0x7BFA010 
PLAYERIDAVATAR_119              	    DXT5	0x27A20   	0x7C23010 
PLAYERIDAVATAR_120              	    DXT5	0x27A20   	0x7C4C010 
PLAYERIDAVATAR_121              	    DXT5	0x27A20   	0x7C75010 
PLAYERIDAVATAR_122              	    DXT5	0x27A20   	0x7C9E010 
PLAYERIDAVATAR_123              	    DXT5	0x27A20   	0x7CC7010 
